date,value,month,u_wind,v_wind,wind_speed,wind_direction,regime,is_local,is_advected,origin_lon,origin_lat,trajectory_distance
2022-12-15,0.0001648249547457,202212,3.5358338,-3.4350977,5.3703547,280.47757,advected_west,False,True,64.9356344030288,37.65535342216534,1692.0980062360911
2023-01-15,0.0001774601420672,202301,1.5237275,-0.54985315,3.9054053,243.03085,local,True,False,69.96152750727268,30.623831296013787,834.8327736037784
2023-12-15,0.000153803610246,202312,2.4458022,-2.765502,4.5146146,254.77303,local,True,False,70.16654395182212,30.328041524570523,804.5353843205498
